306.849 1.94304 1.83575
249.256 1.46689 1.42007
311.23 1.87809 1.85153
306.97 1.90581 1.8209
312.004 1.91702 1.89963
307.273 1.87601 1.83889
310.573 1.82933 1.84212
308.532 1.88351 1.81794
308.068 1.85878 1.82523
307.813 1.86725 1.81674
