289.124 1.83711 1.82413
288.819 1.86775 1.81957
293.83 1.9683 1.8609
292.548 1.86532 1.89654
289.32 1.83577 1.90274
289.089 1.8367 1.8272
294.921 1.87289 1.8486
292.903 1.85004 1.84201
289.008 1.84261 1.82123
288.595 1.87589 1.82426
